Problem,,,Constructive algorithm,,Local search,,GRASP
Name,n,m,alpha,Semi-greedy-1,Local-1,,GRASP-1
,,,,,No. of iterations,Best value,No. of iterations,Best value
G1,800,19176,0,11328,116,11369,50,11448
,,,0,11388,
,,,0.01,11297,
,,,0.03,11399,
,,,0.04,11361,
,,,0.09,11341,
,,,0.11,11448,
,,,0.14,11288,
,,,0.16,11315,
,,,0.17,11409,
,,,0.22,11348,
,,,0.25,11356,
,,,0.26,11305,
,,,0.31,11371,
,,,0.34,11348,
,,,0.35,11348,
,,,0.35,11360,
,,,0.35,11380,
,,,0.36,11317,
,,,0.36,11412,
,,,0.39,11331,
,,,0.42,11329,
,,,0.42,11373,
,,,0.42,11373,
,,,0.43,11389,
,,,0.52,11403,
,,,0.53,11396,
,,,0.54,11331,
,,,0.58,11373,
,,,0.61,11436,
,,,0.63,11389,
,,,0.65,11362,
,,,0.68,11397,
,,,0.69,11400,
,,,0.71,11376,
,,,0.72,11366,
,,,0.74,11390,
,,,0.75,11327,
,,,0.77,11353,
,,,0.8,11398,
,,,0.82,11428,
,,,0.84,11402,
,,,0.85,11440,
,,,0.87,11357,
,,,0.89,11367,
,,,0.9,11425,
,,,0.91,11364,
,,,0.92,11350,
,,,0.98,11385,
,,,0.99,11358,
G2,800,19176,0.02,11311,113,11381,50,11460
,,,0.02,11362,
,,,0.05,11358,
,,,0.07,11342,
,,,0.07,11379,
,,,0.12,11372,
,,,0.14,11353,
,,,0.15,11363,
,,,0.18,11438,
,,,0.19,11279,
,,,0.19,11444,
,,,0.2,11342,
,,,0.21,11341,
,,,0.21,11358,
,,,0.23,11370,
,,,0.28,11383,
,,,0.29,11381,
,,,0.35,11325,
,,,0.35,11411,
,,,0.5,11412,
,,,0.52,11436,
,,,0.55,11372,
,,,0.56,11359,
,,,0.56,11419,
,,,0.59,11354,
,,,0.61,11429,
,,,0.64,11397,
,,,0.64,11425,
,,,0.65,11344,
,,,0.65,11413,
,,,0.66,11444,
,,,0.68,11421,
,,,0.7,11419,
,,,0.71,11371,
,,,0.75,11362,
,,,0.76,11380,
,,,0.79,11422,
,,,0.8,11375,
,,,0.82,11338,
,,,0.82,11360,
,,,0.85,11360,
,,,0.87,11447,
,,,0.89,11341,
,,,0.9,11426,
,,,0.95,11397,
,,,0.96,11342,
,,,0.97,11382,
,,,0.97,11388,
,,,0.97,11460,
,,,0.99,11364,
